source;target;type;match_type
/archives/1312-1705-salle-des-fetes-de-castets-40-jean-tucoo-chala-marc-large-et-gilles-kerlorc-h;/evenement/1705-salle-des-fetes-de-castets-40-jean-tucoo-chala-marc-large-et-gilles-kerlorc-h;301;exact
/archives/1330-1705-arenes-de-dax-40-passiflore;/evenement/1705-arenes-de-dax-40-passiflore;301;exact
/archives/1313-15-1705-tang-loaec-aux-rencontres-litteraires-de-nogaro;/evenement/15-1705-tang-loaec-aux-rencontres-litteraires-de-nogaro;301;exact
/archives/1316-1005-librairie-alinea-bayonne-64-patrick-fort;/evenement/1005-librairie-alinea-bayonne-64-patrick-fort;301;exact
/archives/1317-1005-librairie-alinea-bayonne-64-jean-michel-cormary;/evenement/1005-librairie-alinea-bayonne-64-jean-michel-cormary;301;exact
/archives/1311-0205-mezos-40-jean-tucoo-chala-au-clos-saint-joseph;/evenement/0205-mezos-40-jean-tucoo-chala-au-clos-saint-joseph;301;exact
/archives/1281-2604-cultura-begles-33-patrick-azzurra;/evenement/2604-cultura-begles-33-patrick-azzurra;301;exact
/archives/1308-2504-salle-des-fetes-de-saint-michel-escalus-40-jean-tucoo-chala;/evenement/2504-salle-des-fetes-de-saint-michel-escalus-40-jean-tucoo-chala;301;exact
/archives/1290-2304-auditorium-du-pavillon-de-l-ecomusee-sabres-40-jean-tucoo-chala;/evenement/2304-auditorium-du-pavillon-de-l-ecomusee-sabres-40-jean-tucoo-chala;301;exact
/archives/1298-1604-maison-des-associations-labouheyre-40-jean-tucoo-chala-corine-defrance-et-ulrich-pfeil;/evenement/1604-maison-des-associations-labouheyre-40-jean-tucoo-chala-corine-defrance-et-ulrich-pfeil;301;exact
/archives/1307-11-12-1304-festival-du-livre-de-paris-75-passiflore-antony-soron-tang-loaec-alice-minier;/evenement/11-12-1304-festival-du-livre-de-paris-75-passiflore-antony-soron-tang-loaec-alice-minier;301;exact
/archives/1296-0904-locaux-de-passiflore-dax-40-chantal-detcherry;/evenement/0904-locaux-de-passiflore-dax-40-chantal-detcherry;301;exact
/archives/1280-0504-auchan-meriadeck-bordeaux-33-patrick-azzurra;/evenement/0504-auchan-meriadeck-bordeaux-33-patrick-azzurra;301;exact
/archives/1301-0504-vivre-livre-figeac-jean-darot-et-passiflore;/evenement/0504-vivre-livre-figeac-jean-darot-et-passiflore;301;exact
/archives/1300-0404-salle-des-fetes-de-beliet-belin-beliet-33-jean-tucoo-chala;/evenement/0404-salle-des-fetes-de-beliet-belin-beliet-33-jean-tucoo-chala;301;exact
/archives/1297-04-0604-escales-du-livre-bordeaux-33-editions-passiflore;/evenement/04-0604-escales-du-livre-bordeaux-33-editions-passiflore;301;exact
/archives/1305-04-0504-escales-du-livre-bordeaux-33-chantal-detcherry;/evenement/04-0504-escales-du-livre-bordeaux-33-chantal-detcherry;301;exact
/archives/1294-2903-librairie-cafe-restaurant-le-bateau-livre-penestin-56-jean-darot-et-blandine-clemot;/evenement/2903-librairie-cafe-restaurant-le-bateau-livre-penestin-56-jean-darot-et-blandine-clemot;301;exact
/archives/1293-2603-librairie-a-la-ligne-lorient-56-jean-darot;/evenement/2603-librairie-a-la-ligne-lorient-56-jean-darot;301;exact
/archives/1292-2503-librairie-le-marque-page-quintin-22-jean-darot;/evenement/2503-librairie-le-marque-page-quintin-22-jean-darot;301;exact
/archives/1299-2203-l-emoi-des-mots-labatut-40-marc-large;/evenement/2203-l-emoi-des-mots-labatut-40-marc-large;301;exact
/archives/1288-2203-foyer-municipal-de-roquefort-40-jean-tucoo-chala;/evenement/2203-foyer-municipal-de-roquefort-40-jean-tucoo-chala;301;exact
/archives/1285-2103-librairie-des-halles-niort-79-jean-darot;/evenement/2103-librairie-des-halles-niort-79-jean-darot;301;exact
/archives/1291-2003-gite-hameau-de-montifaud-genouille-17-agnes-brion;/evenement/2003-gite-hameau-de-montifaud-genouille-17-agnes-brion;301;exact
/archives/1279-1503-fnac-biganos-33-patrick-azzurra;/evenement/1503-fnac-biganos-33-patrick-azzurra;301;exact
/archives/1287-1503-mairie-de-pissos-40-jean-tucoo-chala-et-benedicte-fenie;/evenement/1503-mairie-de-pissos-40-jean-tucoo-chala-et-benedicte-fenie;301;exact
/archives/1289-1303-galerie-de-l-atrium-dax-40-jean-tucoo-chala;/evenement/1303-galerie-de-l-atrium-dax-40-jean-tucoo-chala;301;exact
/archives/1286-0803-mediatheque-de-commensacq-40-gilles-kerlorc-h-et-marc-large;/evenement/0803-mediatheque-de-commensacq-40-gilles-kerlorc-h-et-marc-large;301;exact
/archives/1278-0103-cultura-merignac-33-patrick-azzurra;/evenement/0103-cultura-merignac-33-patrick-azzurra;301;exact
/archives/1282-1502-espace-culturel-du-grand-mail-saint-paul-les-dax-40-patrick-fort;/evenement/1502-espace-culturel-du-grand-mail-saint-paul-les-dax-40-patrick-fort;301;exact
/archives/1254-1102-salle-felix-arnaudin-saint-paul-les-dax-40-frederic-sudupe;/evenement/1102-salle-felix-arnaudin-saint-paul-les-dax-40-frederic-sudupe;301;exact
/archives/1277-0802-salon-du-livre-de-l-entre-deux-mers-creon-33-patrick-azzurra;/evenement/0802-salon-du-livre-de-l-entre-deux-mers-creon-33-patrick-azzurra;301;exact
